title#episode#image_src#views#cmt#categorys#series#season#year#description 
Gintama-Linh-Hồn-Bạc#265/265#https://img.anime47.com/imgur/DwNd4is.jpg#3707495 #3143#Hành Động|Hài Hước|Shounen|Lịch Sử|Viễn Tưởng|Parody#TV Series# Mùa Xuân  Năm 2006#2006#Đất nước của những Samurai. Có một thời đất nước chúng tôi được gọi như vậy.20 năm trước…Những kẻ ngoài hành tinh tự xưng là Amanto đột ngột đổ bộ xuống và thiết lập lệnh cấm mang kiếm. Samurai giờ đây bị khinh rẻ, coi thường. Trong thời đại như thế, vẫn còn một người đầy tinh thần samurai. Tên anh ta là Sakata Gintoki. Và tôi, Shimura Shinpachi, cùng Kagura-chan vì một số việc đưa đẩy mà bắt đầu làm việc cho cái tên vô trách nhiệm, hảo ngọt đó tại Vạn Sự Ốc. 3 người Vạn Sự Ốc chúng tôi sẽ cùng nhau dọn sạch Edo hủ bại này. Ừm, anime này là vậy thì phải? 
Mahouka-Koukou-No-Rettousei#26/26#https://img.anime47.com/imgur/sL9AAD5.jpg#3685945 #5142#Hành Động|Phép Thuật|Học Đường|Romance|Viễn Tưởng|Siêu Nhiên#TV Series# Mùa Xuân  Năm 2014#2014#Tựa đề: Mahouka koukou no Rettousei, 魔法科高校の劣等生. (Mahouka)Ngày công chiếu: 06/04/2014 - ???Sản xuất: MadhouseThể loại: Magic, Sci-fi, Shounen, Fantasy, School LifeĐạo diễn: Ono Manabu (Kyoukaisenjou no Horizon)Nguyên tác: Satou Tsutomu (Light Novel)Opening: Rising Hope trình bày bởi LiSA Ending: Millenario (ミレナリオ) trình bày bởi ELISA Nội dung:Phép thuật, đó không còn là truyền thuyết hay một câu chuyện cổ tích nữa.Nó đã trở thành một công nghệ thực tiễn từ gần một thế kỷ nay.Pháp sư, đó là cách mà người ta gọi những con người mang trong mình một tài năng phép thuật ưu việt.Đối với các quốc gia, sự tồn tại của con người này chính là những vũ khí mạnh mẽ.Nhiều quốc gia trên thế giới đã bị cuốn vào vòng xoáy của cuộc chạy đua trên lĩnh vực đào tạo ma pháp.Anh hai chính là người mà em yêu quý và kính trọng nhất trên đời.Đó không phải là tình cảm trai gái, càng không phải cảm xúc yêu đương.Bởi vì anh... là anh ruột của em...  
Strike-The-Blood#24/24#https://img.anime47.com/imgur/L6eV01N.jpg#3503857 #2682#Hành Động|Ecchi|Học Đường|Harem|Fantasy|Siêu Nhiên|Vampire#TV Series# Mùa Thu  Năm 2013#2013#Anime kể về con ma cà rồng mạnh nhất và 1 cô gái giám sát hắn, nếu thấy cần thì tiêu diệt luôn. 
One-Piece-|-Đảo-Hải-Tặc#954/?? Update#https://img.anime47.com/imgur/W7CMGy2.jpg#3493076 #24945#Hành Động|Hài Hước|Phiêu Lưu|Drama|Shounen|Fantasy|Super Power#TV Series# Mùa Đông  Năm 1999#1999#Gol D. Roger được mệnh danh là Vua hải tặc, kẻ mạnh nhất và khét tiếng nhất đã chèo thuyền Grand Line. Việc bắt giữ và xử tử Roger của Chính phủ Thế giới đã mang lại một sự thay đổi trên toàn thế giới. Những lời cuối cùng trước khi chết cho thấy sự tồn tại của kho báu vĩ đại nhất thế giới, One Piece. Chính sự mặc khải này đã mang đến Thời đại Cướp biển vĩ đại, những người đàn ông mơ ước tìm thấy One Piece & mdash; hứa hẹn sẽ có vô số sự giàu có và danh tiếng & mdash; và hoàn toàn có thể là đỉnh cao của vinh quang và danh hiệu Vua hải tặc. Enter Monkey D. Luffy, một cậu bé 17 tuổi bất chấp định nghĩa tiêu chuẩn của bạn về một tên cướp biển. Thay vì tính cách phổ biến của một tên cướp biển độc ác, cứng rắn, không răng cưa để vui chơi, lý do trở thành cướp biển của Luffy là một trong những thắc mắc thuần túy: ý nghĩ về một cuộc phiêu lưu thú vị đưa anh ta đến với mọi người và cuối cùng, kho báu được hứa hẹn . Theo bước chân của người anh hùng thời thơ ấu của mình, Luffy và phi hành đoàn của mình du hành qua Grand Line, trải qua những cuộc phiêu lưu điên rồ, khám phá những bí ẩn đen tối và chiến đấu với những kẻ thù mạnh mẽ, tất cả để đạt được sự khao khát nhất trong tất cả các vận may & mdash; One Piece. [Viết bởi MAL Rewrite] 
Naruto-1-|-Naruto-Dattebayo#220/220#https://img.anime47.com/imgur/vtpOrsS.jpg#3468444 #1488#Hành Động|Hài Hước|Shounen|Super Power|Martial Arts#TV Series# Mùa Thu  Năm 2002#2002#12 năm trước, hồ ly 9 đuôi tấn công làng ninja Mộc Diệp, Hokage Đệ Tứ đã đánh bại và phong ấn vào cậu bé Naruto.Từ đó, Naruto bị mọi người xa lánh, vậy nên cậu tìm ra cách được thừa nhận và chú ý duy nhất – qua các trò phá phách và nghịch ngợm.Câu chuyện chính bám theo sự trưởng thành và tiến bộ của Naruto và bạn cậu khi làm ninja, và nhấn mạnh mối quan hệ giữa họ và sự ảnh hưởng của quá khứ đến tính cách họ. Naruto tìm được hai người bạn đồng hành cùng là Uchiha Sasuke và Haruno Sakura,cuộc phiêu lưu bắt đầu. 
Bleach#366/366#https://img.anime47.com/imgur/6xR9a1H.jpg#3450466 #2928#Hành Động|Hài Hước|Phiêu Lưu|Shounen|Super Power|Siêu Nhiên#TV Series# Mùa Thu  Năm 2004#2004#Ichigo Kurosaki là một thiếu niên có khả năng nhìn thấy linh hồn. Cuộc sống của anh thay đổi nhanh chóng bởi sự xuất hiện đột ngột của một Soul Reaper-một trong những người điều chỉnh dòng chảy của linh hồn giữa thế giới con người và thế giới bên kia, tên là Kuchiki Rukia, người đến thế giới con người để tìm diệt Hollow, một linh hồn lạc lối rất nguy hiểm. Khi Rukia bị thương nặng vì bảo vệ Ichigo khỏi Hollow, cô cố gắng chuyển một nửa trong số năng lượng reiatsu (霊圧 ? , nghĩa đen, sức mạnh linh hồn) của cô cho Ichigo để anh có thể đánh bại Hollow. Tuy nhiên, Ichigo lấy gần như tất cả năng lượng của Rukia và biến đổi thành một Soul Reaper, cho phép anh đánh bại Hollow dễ dàng. 
Pokemon#1109-1126/???#https://img.anime47.com/imgur/wkQqegt.jpg#3449054 #1772#Hành Động|Hài Hước|Phiêu Lưu|Fantasy|Kid#TV Series# Mùa Xuân  Năm 1997#1997#


Thứ Tự
Tên
Khoảng Ep


Phần 01
Pocket Monsters
Tập 001 – 082


Phần 02
Pocket Monsters Orenji Shotou
Tập 083 – 118


Phần 03
Pocket Monsters Gold & Silver
Tập 119 – 193


Phần 04
Pocket Monsters Gold & Silver
Tập 194 – 240


Phần 05
Pocket Monsters Gold & Silver
Tập 241 – 276


Phần 06
Pocket Monsters Advanced Generation
Tập 277 – 344


Phần 07
Pocket Monsters Advanced Generation
Tập 345 – 381


Phần 08
Pocket Monsters Advanced Generation
Tập 382 – 411


Phần 09
Pocket Monsters Advanced Generation
Tập 412 – 442


Phần 10
Pocket Monsters Advanced Generation
Tập 443 – 469


Phần 11
Pocket Monsters Diamond & Pearl
Tập 470 – 564


Phần 12
Pocket Monsters Diamond & Pearl
Tập 565 – 626


Phần 13
Pocket Monsters Diamond & Pearl
Tập 627- 660


Phần 14
Pocket Monsters Best Wishes
Tập 661 – 746


Phần 15
Pocket Monsters Best Wishes Season 2
Tập 747 – 770


Phần 16
Pocket Monsters Best Wishes Season 2 Episode N
Tập 771 – 784


Phần 17
Pocket Monsters Best Wishes Season 2 Decolora Adventure!
Tập 785 – 804


Phần 18
Pocket Monsters XY
Tập 805 – 832


Phần 19
Pocket Monsters XY
Tập 833 – 858


Phần 20
Pocket Monsters XY
Tập 859 – 897


Phần 21
Pocket Monsters XY & Z
Tập 898 – 944


Phần 22
Pocket Monsters Sun & Moon
Tập 945 – 1004


Phần 23
Pocket Monsters Sun & Moon
Tập 1005 – 1034


Phần 24
Pocket Monsters Sun & Moon
Tập 1035 – 1090


Phần 25
Pokemon Shin Anime
Tập 1091 – ???


 
Sự-Trỗi-Dậy-của-Khiên-Anh-Hùng#25/25#https://img.anime47.com/imgur/fsoFOJf.jpg#3395586 #5187#Hành Động|Hài Hước|Phiêu Lưu|Drama|Romance|Fantasy|Seinen#TV Series# Mùa Đông  Năm 2019#2019#Iwatani Naofumi bị triệu hồi vào thế giới song song cùng với 3 thằng đực rựa khác. Mỗi đứa đều được trang bị 4 thanh Huyền Khí khi được triệu hồi, Naofumi được nhận Huyền Khiên. Tiếc cái ở cái thế giới này lại tôn thờ Tam Đại Thánh Khí (chém đó) bao gồm Thương, Cung, Kiếm và tất nhiên Khiên lại được cho là thứ tà giáo. Naofumi vừa được triệu hồi sẽ phải đối mặt với sự phản bội, sự tàn bạo, sự chà đạp,... của chính những kẻ gọi là con người ở đây. Liệu Naofumi sẽ chấp nhận cuộc sống chui đó hay sẽ đứng dậy luyện khí bứt phá đập chết tụi nó? 
Vào-Ngày-Đó-Tôi-Đã-Chuyển-Sinh-Thành-Con-Slime#24.5/24.5#https://img.anime47.com/imgur/KOZQcnb.jpg#3253865 #4317#Shounen|Fantasy#TV Series# Mùa Thu  Năm 2018#2018#
Thanh niên Satou Mikami hưởng dương 37 năm, chuyển sinh trở thành slime và xây dựng một đế chế mới cùng với những người bạn quái vật của mình.
 

Fanpage của nhóm sub: https://www.facebook.com/CabFansub/?ref=bookmarks
 
Hãy like và rate fanpage, dù cho là 1* nhưng với lời nhận xét chân thành của các bạn cũng là một động lực lớn của nhóm sub. Ngoài ra nhóm cũng đang tuyển thành viên với vị trí dịch thuật, editor, encoder và uploader. Tất nhiên với vị trí encoder và uploader cần bạn có kinh nghiệm, dịch thuật cần khả năng đọc hiểu phân tích tình huống phim tốt. Và editor cần người có kinh nghiệm.
 
Tokyo-Ghoul-√A-|-Tokyo-Ghoul-2nd-Season-|-Tokyo-Ghoul-Second-Season#12/12#https://2.bp.blogspot.com/-dG0l0FiMXjA/VK_AhPWZrPI/AAAAAAAAA7M/1GxL6FPgw00/s320/69237.jpg#3192247 #3738#Hành Động|Kinh Dị|Drama|Seinen|Siêu Nhiên|Mystery|Psychological#TV Series# Mùa Đông  Năm 2015#2015#Tokyo Ghoul SS2 | Tokyo Ghoul 2nd Season | Tokyo Ghoul Second Season 
Nguồn Koga :http://koga-fansub.net/publ/vietsub/goingon/tokyo_ghoul_a/58-1-0-2187
Nguồn Zing :http://www.zingfansub.ws/zfs/category/tokyo-ghoul-a/
Nguồn Otakumano
Nguồn DevilSlayerTeam:
Nguồn : http://waya.itea.vn/?p=2682
 
Ký-Sinh-Trùng#24/24#https://img.anime47.com/imgur/73emX9X.jpg#3142671 #1266#Hành Động|Kinh Dị|Drama|Viễn Tưởng|Seinen|Psychological#TV Series# Mùa Thu  Năm 2014#2014#English: Parasyte -the maxim-
Synonyms: Parasite, Parasitic Beasts, Parasyte 
Trinity-Seven-Thất-Tinh-Blu-ray#[BD]13/12#https://img.anime47.com/imgur/P715as6.jpg#3087059 #2789#Hành Động|Hài Hước|Ecchi|Phép Thuật|Học Đường|Shounen|Harem|Romance|Fantasy|Siêu Nhiên#TV Series# Mùa Thu  Năm 2014#2014#Một thanh niên bình thường có sở thích trêu gái đang sống cùng cô em họ, một ngày “đẹp trời” nọ có một cô gái ngực bự đến và nói rằng khu vực anh đang sống đã bị phá huỷ, mọi thứ và đứa em gái kia chỉ là ảo ảnh, cô ta bắt thanh niên chọn một là giao grimoire hai là chết, nhưng thanh niên cứng của năm đã quyết định cho mình một phương án thứ ba rằng anh sẽ học để trở thành một pháp sư tại ngôi trường mà chính cô nàng ngực bự kia làm giáo viên để có thể cứu thế giới khỏi bị diệt vong và cứu em gái mình. Rồi lại một ngày đẹp trời khác anh ấy phát hiện ra mình là bố đời và có thể có cho mình một dàn harem 7 người bao gồm cả cô nàng giáo viên kia. Thanh niên thích trêu gái sẽ làm gì đây khi xung quanh là 7 cô gái xinh đẹp, troll cho họ tức chết? Hãy cùng đón xem Trinity Seven để biết thêm chi tiết. 
Highschool-DxD-Blu-ray#[BD]12/12#https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQmAqfHKJ-KXiQTcaElbU8XVXYMedWNco8WKS1sXBQ-8QPjLGOwvg#2995105 #1159#Hành Động|Hài Hước|Ecchi|Học Đường|Shounen|Harem|Romance|Demons#TV Series# Mùa Đông  Năm 2012#2012#Hyoudou Issei là một thằng “ngu” phóng đãng đã bị bạn gái giết ngay lần gặp mặt đầu tiên.Cô ta là amano yuuma có nhiệm vụ giết các vũ khí của chúa, nhưng may thay cậu ta lại được 1 cô gái lớp trên tên RIA Gremory cứu và cậu ta theo RIA Gremory chống lại các thiên thần sa ngã. (Ghi chú thêm muốn cứu cậu ta thì phải “nude” ). 
Assassination-Classroom#22/22#https://img.anime47.com/imgur/52LPCqS.jpg#2993145 #659#Hành Động|Hài Hước|Học Đường|Shounen|Siêu Nhiên#TV Series# Mùa Đông  Năm 2015#2015#Ansatsu Kyoushitsu (2015) 
Shingeki-No-Kyojin-Attack-On-Titan#25/25#https://img.anime47.com/imgur/MFTduK8.jpg#2981436 #6150#Hành Động|Drama|Shounen|Fantasy|Super Power|Mystery|Military#TV Series# Mùa Xuân  Năm 2013#2013#Cuộc chiến của con người chống lại các Titan khổng lồ để giành giật mạng sống của mình. Vài trăm năm trước, con người bắt đầu bị tấn công bởi những người Khổng lồ, một sinh vật ăn thịt người. Đáng ngại thay, chúng ăn con người như một thú vui hơn là nhu cầu ăn uống. Diện tích sống của con người ngày càng thu hẹp dần, họ đành phải xây những bước tường cao đến 60m để ngăn người Khổng lồ cao nhất lúc đó là 15m. Con người tuy sống gò bó trong những bức tường chật hẹp nhưng đổi lại, họ sống yên bình. Nhưng rồi một ngày nọ, tất cả sự yên bình đó đã tan vào hư vô trong phút chốc... 
Dragon-Ball-Chou#131/131#https://img.anime47.com/imgur/SGpv1JA.jpg#2911969 #9330#Hành Động|Hài Hước|Phiêu Lưu|Shounen|Fantasy|Super Power|Martial Arts#TV Series# Mùa Hạ  Năm 2015#2015#Tạm dịch Siêu Bi Rồng, câu chuyện tiếp diễn sau trận đại chiến Majin BooTrailler:Seri phim sẽ bắt đầu từ cuộc chiến của Majin Buu Saga, sau đó sẽ tiếp đến câu chuyện của của Dragon Ball Z - Battle of Gods và Revival của Frieza như vòng lập câu chuyện mới. Các phần tiếp theo của Dragon Ball Super này sẽ diễn ra trong vũ trụ 6 với các chiến binh Z sẽ phải tìm kiếm những Siêu Ngọc Rồng mới. Trong một khoảng thời gian yên bình sau những thất bại của Kid Buu, nửa năm sau thất bại của Majin, Goku tiếp tục cố gắng để duy trì hòa bình của Trái đất và bị Chi-Chi bắt phải làm việc trong trang trại củ cải. Gohan và videl đã kết hôn, và Goten và Trunks kế hoạch tìm một món quà cưới cho họ. Một nhân vật phản diện, người có thể còn mạnh hơn so với Majin Buu và Frieza cũng xuất hiện. 
Đao-kiếm-thần-vực:-Dự-án-Alicization#24/24#https://img.anime47.com/imgur/XZldWdm.jpg#2745746 #4317#Hành Động|Phiêu Lưu|Romance|Blu-ray|Fantasy|Game#TV Series# Mùa Thu  Năm 2018#2018#Được chuyển thể từ Arc Alicization trong bộ tiểu thuyết gốc của nhà văn Reki Kawahara do vậy mùa thứ ba sẽ có tựa đề là Sword Art Online: Alicization. [ Alicization là một dự án bí mật do chính phủ Nhật hỗ trợ, điều hành bởi Rath để tạo ra Highly Adaptive Bottom-up AI ] 
One-Punch-Man-Season-2-|-One-Punch-Man-2-|-One-Punch-Man-2-|-OPM-2#12/12#https://img.anime47.com/imgur/EwBh0nK.jpg#2714703 #4632#Hành Động|Hài Hước|Viễn Tưởng|Seinen|Super Power|Siêu Nhiên|Parody#TV Series# Mùa Xuân  Năm 2019#2019#Phần 2 của bộ One Punch Man! 
Tokyo-Ghoul-Blu-ray#12/12#https://img.anime47.com/imgur/2ifG5qT.jpg#2637597 #2806#Hành Động|Kinh Dị|Drama|Seinen|Siêu Nhiên|Mystery|Psychological#TV Series# Mùa Hạ  Năm 2014#2014#Tokyo Ghoul là một câu chuyện mang bầu sắc u tối của thành phố Tokyo, nơi xảy ra hàng loạt các vụ án mạng được gây ra bởi các con quỷ đội lốt con người. Main chính nhà ta là sinh viên đại học tên Kaneki gặp gỡ được em Rize, do 2 người có cùng sở thích nên đã phải lòng nhau. Vào buổi tối hôm hẹn hò, em và ảnh cùng nhau đi vào một con phố hẻo rồi cuộc đời anh main thay đổi ngay trong đêm hôm đó. 
